id,body,owner_id
120522,Should we be comparing K Fold mean train score with the final (X_test) test score ? Or should it be between K Fold mean test score and final (X_test) test score ?,310467
119987,when i do correlation values table display. many shows NaaN Bit confused here,312019
120764,Anybody getting this error ?ValueError: Target is multiclass but average='binary'. Please choose another average setting.,314197
120940,nan,312502
118629,Usually till now what we have done is break up the given data set into train and test data. But here the requirement says &quot;please use train.csv to train the model and test.csv to evaluate the results.&quot; It also says &quot;sub-sample the data for training (10-20% of the data should be enough to achieve decent accuracy&quot;. Does it mean we use 10-20% data from train.csv to train the model and then use test.csv for testing? Just wanted to confirm the understanding since its a different approach this time.,310511
118805,"Executing GridSearchCV() with k cross validation is becoming computationally very intense. As per the suggestion in problem statement, following were my inputs: 1. k = 5 2. gamma = [1e-2, 1e-3] 3. &#39;C&#39; = [10, 100, 1000] 4. size of training set = 20% of original 5. Also did PCA for dimensionality reduction from 784 features to 283 PCs Still the code is running for ever. Is there a way out? Any help is appreciated.",310511
119956,"In the instructions, it is mentioned that, due to the large size of the training dataset, we can sub-sample the data for training with 10-20% of the dataset. Is there a specific method to be used to attain the sub-sample?",319302
119656,The submission box mentions that there is a PDF file required to be submitted. But what exactly should the PDF file contain? There's no mention of it in the Evaluation Rubric. Please clarify what exactly has to be submitted.,310505
120949,nan,314818
120954,"At present, i am getting 94% of accuracy on 20% of the data. There are many samples are skewed. Do we need to de-skew the sample and perform SVM on it ? I am sure, it will improve the accuracy, but do we need to do that ?",312479
120956,nan,308495
120338,"Need a confirmation from TA : Code submission page has this "" Please make sure that you are not changing any of the file names that have been provided for download. The code that you are submitting should run at our end on the same files without any modification of the code."" Now on the first page, it is written that one should go with subset 20% of data for training, Obviouly the 20% sample file that I select will not original file naming and would differ, and on top of it, for getting better accuracy, I will have picked up even distribution across all digits. So, 1) Do I include the 20% training sample with whatever name of my choice (say train_20pct.csv) along with the code? Note that 20% sample with evenly distributed rows that I select to train will be different from the file that TA might select for evaluation, so accuracy that I comment out in Jupyter workbook may hold incorrect because training file would be different. hence the question 2) There is a mention of ""PDF"", do we also have to get a ppt ready for this assignment?",309211
120139,"Code: # Evaluate the model using confusion matrix from sklearn import metrics metrics.confusion_matrix(y_true=y_test, y_pred=y_pred) Output: array([[787, 0, 3, 1, 1, 1, 7, 3, 3, 0], [ 0, 927, 3, 1, 1, 1, 1, 2, 0, 1], [ 2, 2, 781, 8, 8, 1, 3, 13, 5, 1], [ 0, 3, 9, 851, 0, 7, 0, 13, 11, 4], [ 0, 3, 6, 0, 767, 1, 1, 3, 1, 20], [ 1, 1, 2, 23, 0, 704, 5, 2, 10, 3], [ 6, 0, 5, 1, 3, 8, 785, 7, 1, 0], [ 1, 2, 3, 3, 4, 1, 0, 877, 0, 12], [ 1, 5, 5, 6, 1, 5, 2, 5, 742, 1], [ 5, 2, 7, 10, 9, 2, 0, 15, 4, 836]], dtype=int64)",308639
120928,Also do we need to use test.csv in this assignment?,318429
120959,"""K-Fold"" cross validation takes more time , even if i have added the parameter n_jobs=-1 in grid search .please suggest how to make it fast and also how to monitor the progress.",307018
119626,nan,305335
120600,"Fitting 5 folds for each of 12 candidates, totalling 60 fits Can some one explain what is the actual meaning input as kfolds=5 Gridsearch with two variables with 3 values of each variables. nc2 problems ??",312019
119665,"As per my understanding EDA or data clean up would be carried out with the full Train data. Before training the data for SVM, only 10-20% of data should be selected to avoid high computational risk. Is my understanding is correct?",307494
122032,nan,314818
120809,Do we need to plot any graphs/charts before performing model building on the dataset ?,301655
120430,"I have one data with one col second data frame with n col Rows are same When i do df_test2 = d1.join(df_test1) All second df values will become NaaN for df_test2 What could be the reason. When i use concat also same issue, here rows getting increased Bit confused. some one help me , what could be the issue of NaaN",312019
120262,"I am not understanding one thing. In the SVM module for letter recognition there were 2000 rows and there 5 folds and a wide range was used for C and gamma too. There it was a 26 class problem with 60 fits in the Gridsearch. Execution time was 10 mins !! Here in this assignment am using 8400 rows (after training split it comes to 5000 rows approx) 10 class problem with 27 fits (k=3,C=3,gamma=3) Why the execution time so high??? TA can you pls address this query - Thanks",308437
120278,"Do we need to perform image processing (deskewing the image, re-center of image etc) as explained by Mr. Ankit Dixit in one of the Live Session into this handwritten digit recognition assignment. ? TA's can please verify.",317991
121051,how do we import only 20% of data from the train.csv ? is there any code for that?,320606
119824,"Given test data doesn't contain label, so how we can calculate accuracy on test data?",317073
120050,"In other words, should we treat the label as object or an integer number. The reason I am asking this is because I am not sure if the predicted value is expected to give a numeric result.",311729
119869,I am using the following commands to import csv files to colab from my local. from google.colab import files uploaded = files.upload() Its taking a long time to import. Do we have any other ways to import?,310467
120247,"I used following approach. digit=digit.loc[0:8399,:] --this is to extract only 20% of input dataset values X_scaled = scale(X)--- have not scaled target variable X_train, X_test, y_train, y_test = train_test_split(X_scaled, y, test_size = 0.3, random_state = 101) -----here i have set test size=0.3, train size=0.7 This is OK? Because from here actual model building starts and which is a very critical step",308437
120921,Is it allowed to choose a different value of gamma to build a final model ?,312259
120693,It is mentioned in Problem statement that we need to evaluate result using test.csv file. Please help!!,311004
120689,"As execution is taking too much time, is there any provision so that we can see how much progress made till now?",315423
120926,nan,303085
120995,I was surprised to read that we need to produce a heatmap (two questions in the last 14 hrs). TA mentioned that we need to produce a heatmap as SVM is very sensitive to correlated features. So I want to understand again - we are supposed to create a heatmap that shows approx 800 x 800 cell matrix. To show correlation between approx 800 features? (and not to draw predicted vs actual digits) I have done that and I can't make head or tails from such a heatmap .. so that is why am surprised and wanted to triple confirm. Nothing of this is ofcourse explicitly asked in the problem statement so I suppose it comes under 'EDA' step.,300694
121041,"On submission page it is written ""You have to upload a zip file containing one Jupyter notebook."" Since we have to upload a single jupyter notebook file, do we still need to zip that and upload? TA's can help.",317991
100197,Where can i find the Solutions for Assingments and Case Studies from upgrad. To cross check with our Assginment and Case Study answers with actual answers.,312019
90919,nan,306996
90922,nan,306996
90920,"Convert the unit of the budget and gross columns from $ to million $ . Can someone explain what is been asked over here, I&#39;m not able to understand &quot; $ to million $ &quot; with the numbers given in the file, a bit confused.",306010
90926,nan,314678
92440,"Hi, On step3: Use the table created in Part(1) to generate buy and sell signal. Store this in another table named 'bajaj2'. Do we need to use "" Hold "" signal also, when both lower or higher MA are equal.",318319
90159,nan,306250
90390,nan,319444
90167,nan,300733
90929,nan,318788
90168,nan,300718
90935,a=b.groupby('c').somevalue.mean() a c (NO name a=here ? how to assign?) xxxxxx value1 eeeeeee value 2 zzzzzzzz value 3,318340
90171,nan,300733
90943,"Did any face issue in 2.2 in droping column, i can see in movies dataframe the column which i am trying to delete but when ran the command to drop then it gave error KeyError: ""labels ['color'] not contained in axis"" i did used axis=1, which should be right.",306005
90329,"I imported a data set into a data frame. Now, I want to delete some rows based on a condition in a column. I am dropping the rows using drop method. e.g dataframe1 = dataframe1..dropna(axis=0, how='any', subset=('column1','column2')) As you can see, I am providing column names. Is there a way to filter the column names based on a condition ie columns which have more than 90% null values and then delete the rows.",301643
90324,nan,300718
90165,nan,308495
90877,There seems the actor name is incorrect in the task.,304319
90646,nan,317070
90638,nan,318804
90142,"df1 is dataframe of length 11, df2 is another dataframe of length 21 and df3 is the third dataframe of length 17.",310419
90403,"Did something like this movies.dropna(axis=0, how=&quot;all&quot;, subset=[&#39;&#39;,&#39;&#39;], inplace=True) row count reduced to 3891 from 5043 from here on when I am searching for isnull on rows I see only 7 rows. Is it same for all or I am doing anything worng?",301118
90854,"In Python DS asignment, 3.4 , I could sort by imdb_score, but having difficulty adding the rank column with df.rank() function after sorting movie DF for the 250 top movies. The ranking is not occurring from 1 to 250 and column is adding at the rightmost end. How to position column Rank as first and rank values as 1 to 250 for the top 250 movies?",301644
90056,nan,300733
90663,nan,318455
90621,Difference between these four concat join merge append,317269
90655,nan,316891
90656,nan,317070
90120,"With regards to assignment submission, Is it possible to add print statements or other supporting comments in addition to the code instructions. Would this have any bearing on the evaluation?",318085
90218,Are we suppose to index as per IMDB and assign it to new DataFrame ?,306011
90670,nan,301111
90625,nan,318005
90626,nan,310467
90581,nan,318002
90639,"because, if that is the case then we will have to remove any other addtional print statment (that we may have put for our own checking purposes) in various place? so, Should we remove those additional statements? or, we can leave them as it is?",317998
90741,Calculated Profit= gross - budget Sorted desc and picked top 10 movies but still didn't found duplicates in movies,304693
90224,I want to whether if I have to submit the movies dataset along with Python Notebook by compressing in a folder or should I submit only python notebook without compressing.,311727
91020,nan,315856
91024,"Can I split a column in DF by using something like : df['col1','col2'] = df[['colx']].apply(lambda x: str.split('|') Will it add 2 new columns in DF with splitting the data from colx ?",319876
90717,nan,314756
90628,nan,305804
90629,nan,318846
90630,nan,318398
90062,"Subtask 1.2: Inspect the dataframe Inspect the dataframe&#39;s columns, shapes, variable types etc.",318429
90636,nan,318398
90616,,315560
90653,nan,318455
91041,nan,310472
90588,Which of the two should be preferred for adding 2 data frames,304319
90442,nan,300726
90447,nan,300687
91039,This is to do with the assignment on movies,301121
90221,I am confused about whether to include the change working directory command in the Jupyter notebook since the path to the dataset will be different for different computers.,311727
89903,"Hi, How to Identify a perticular film is ""foreign language films"" or not. I mean what is the criteria to identification?",311741
90659,nan,316041
90557,"I collect all the files, can I compress them together in a rar file and upload?",310419
90593,nan,317982
90594,Visualization of n-dimensional numpy array is not clear and how it becomes more beneficial in large dataset. Can you put some light on it. A real world example will help.,315028
90595,Is it important to use the exact way expected to solve any problem in the assigment. I see there are many ways that leads to the solution.Apart from the no of lines of code do we need to check for any performance parameters as well? Does it decide the score?,315028
90560,nan,307708
90666,nan,318455
90607,nan,318005
90611,"using .loc for Top_Foreign_Lang_Film am trying to find ['movie_title'] == 'Veer-Zaara' row ,but it returns an empty data set, but when I inspect the df,it has that particular row. Same syntax has worked for different dfs in the assignment,confused why?",301115
90612,nan,309211
91074,"# Write your code for dropping the colu_mns here. It is advised to keep inspecting the dataframe after each set of operations movies = movies.drop(columns=[&#39;color&#39;,&#39;director_facebook_likes&#39;,&#39;actor_1_facebook_likes&#39;,&#39;actor_1_facebook_likes&#39;,&#39;actor_2_facebook_likes&#39;,&#39;actor_3_facebook_likes&#39;,&#39;actor_2_name&#39;,&#39;cast_total_facebook_likes&#39;,&#39;actor_3_name&#39;,&#39;duration&#39;,&#39;facenumber_in_poster&#39;,&#39;content_rating&#39;,&#39;country&#39;,&#39;movie_imdb_link&#39;,&#39;aspect_ratio&#39;,&#39;plot_keywords&#39;],axis=1) print(movies.shape) round(100 * (movies.isnull().sum(axis = 0)/len(movies.index)),2)",303115
90615,"In some case we use isnull() and another we use isnan(). But how can we decide when to use which function. Also, when we use isnan() why we use syntax as np.isnan(). Could you please explain these 2 in details.",320103
90722,Should we be dropiing columns one by one or all together?,300748
89938,Do we drop both budget and gross? or only budget?,314547
90723,nan,306996
90721,nan,306996
90724,nan,306996
90725,nan,311004
90726,nan,306996
90727,nan,306996
90822,nan,310624
89934,I am little uncertian on the ipynb file submission for the assignment. Is this solutions are validated manullay or through some automated way? The reason i am asking is just to understand wether i need to put any print statement to print the results in each subsection so that automated evaluation framework pics the result from printed results! Thanks!,311741
90956,nan,307018
90633,nan,320073
90598,"For certain rows, values in all the columns are the same, except for one insignificant column. Should such rows be considered as duplicates or not?",313826
89022,nan,300690
90250,,308639
90608,Sub Task 3.5 - While changing the unit of budget &amp; gross columns from $ to million $ . do we need to overwrite the existing budget &amp; gross columns (for millions) or create altogether new columns ?. Please confirm.,311115
89611,"Hi everyone, I've a doubt regarding graded assignment questions for Python: Data Science, they've provided us a IPYNB file which works only in Jupyter Notebook, but I am not flexible working with it and if I need some other kind of resource for the same assignment, then how can I get it ?",301655
90103,nan,312518
90816,nan,309452
90966,do.we have to submit or answers in script file provided in assignment page or need to make new file for solutions,307496
90830,I understand that we need to drop the duplicate values of the profit column.Pls advise,300687
90973,nan,300729
90976,nan,300729
90627,"If i use this syntax df[df['fruit'].isnull()]='mango' , it's changing the data type of the remaining columns i.e,columns which are float is changing to object type... while if use this synatx df.loc[pd.isnull(df['fruit']),'fruit'] = 'mango' , datatype of other columns are not changing in the data frame. What's happening here, Please explain?",318013
90622,"hi ,when i use .loc to set the value for a particular row .i get warning like using .loc[row_index,col_indexer] = value instead , even i use this then also i get warning but the values get set means i get the result what i want but still it give me warning",303674
90845,Subtask,309452
90847,"Hi Can any one provide a hint solving 2.3, droping rows using columns with high Null percentage. I am very much confused.",317410
90960,"struggling for the last 4 hours on this topic. beja fry. don't need code, any ideas are welcome",312199
90748,please explain or give me some hint not able to understand the question,300687
90963,"TypeError: ufunc 'isnan' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe'' Any idea about this error. Even I googled the same but couldnt get much info there",312093
90962,nan,307495
90751,nan,306737
90753,"so do i need to calculate the percentage left over rows with the total number 5042 Length: 3887, dtype: int64 if i divide 5042/3887*100 i get 77percent .As i going in the right path.please advise",300687
89640,"In the assignment for subtask 2.4, I am not getting any rows after completing subtask 2.3. Since the previous subtask already removed all the rows having more than 5 NaN values. len(movies[movies.isnull().sum(axis=1) &gt; 5].index) is fetching me 0. Can I write a comment that no such rows present ? Or am I doing something wrong ?",318756
90632,"In subtask 3.5, for both the questions, it is just mentioned the dataframe. So here we are supposed to use movies dataframe or recently created imdb dataframe?",317984
90647,"In the 3rd question of Task 3.7, it is asked to perform a groupby operation. But, groupby operations dont do anything UNTIL an aggregation is performed. So, for that question, We DO NOT have to print any output, right? or, something has to be printed for that question? please clarify.",317998
89841,nan,307494
90776,nan,300690
90654,"Hi, i am a beginner to programming ,found it difficult to learn comprehension,even after watching video thrice i didnt understand. can u give me a proper explanation or link where i can get it. a newbie to python. thanks.",305847
92490,,320251
90794,"xy[z['b'] = xyz['b'].apply(lambda x:round((x/1000000),1)) it shows all values as zero when i try to round the values xy[z['b'] = xyz['b'].apply(lambda x:x/1000000)-it works fine",300687
90792,"After sub task 2.3, did anyone have null values ""&gt;5"" for sub task 2.4",312199
90798,nan,300687
90357,"If 5 movies have the rating of 8.0, how should the rank be assigned to all those 5 movies.",306725
90775,nan,300690
90805,I haven't been able to start executing from where i left. I am coming across an error. It seems I need to execute again from start. Please correct me if I am wrong or someone faced similar issue and how you resolved it?,305843
89881,"What to it meant by &quot;Convert the unit of the budget and gross columns from $ to million $ .&quot;? Suppose i have a number 237000000, what should be the output after conversion? Is it 237?",311741
89411,nan,306038
90035,nan,318723
89418,nan,318780
90030,,308639
90289,nan,300726
89885,I am getting type error while comparing with 5% of Null Values. Any hints? Don't provide the solution as the question falls under assignment.,314547
90421,"I have been able to successfully remove duplicate rows from movies dataframe, from 3891 rows to 3856 rows using movies.drop_duplicates. Yet the top10 data frame has the same rows. row number 17 and 794 even seems to be duplicated, doesn't get removed.",313676
90652,"Hi, I didn't understand this concept clearly. need help in detail explanation and clarity with examples. thanks",305847
90231,nan,308495
90419,nan,300727
90495,"cols = [1069, 1068, 1067] df = df.drop(df.columns[cols], axis=1)",300687
91987,"Hi All, Is there any undo or rollback kind of function for dataframes of Pandas? I have dropped some rows by mistake now I need to get them back! Or may be a function which will undo the last operation on a dataframe.",316255
90565,"currently in my submission, I have a minimal amount of print(df) statements. So for example when question says: Subtask 3.7: Find the critic-favorite and audience-favorite actors Create three new dataframes namely, Meryl_Streep , Leo_Caprio , and Brad_Pitt which contain the movies in which the actors: &#39;Meryl Streep&#39;, &#39;Leonardo DiCaprio&#39;, and &#39;Brad Pitt&#39; are the lead actors. Use only the actor_1_name column for extraction. Also, make sure that you use the names &#39;Meryl Streep&#39;, &#39;Leonardo DiCaprio&#39;, and &#39;Brad Pitt&#39; for the said extraction. Append the rows of all these dataframes and store them in a new dataframe named Combined . Group the combined dataframe using the actor_1_name column. Find the mean of the num_critic_for_reviews and num_user_for_review and identify the actors which have the highest mean. I just do Meryl_Streep= Brad_Pitt = .. Combined= .. ... num_critic_for_reviews = Combined_grp...mean() num_user_for_review =Combined_grp...mean() Do I leave it like that or do I need to create print statements all over my ipynb file like: print(Brad_Pitt) print(Combined) print( num_critic_for_reviews ) etc",300694
91993,nan,320603
90591,"Apart from that they belong to different libraries, how are the 2 different in terms of their utility? Pls explain with the help of an example.",304319
90600,"can we get cheat sheet of numpy and pandas, because so many methods are there, for remember all we need one cheat sheet on which all methods are there with short explanation. It will be helpful for us until we are used to in the sence off real world.",318319
90599,On what scenarios we should use cancat over appends. Since in many cases we can use append in case of concat.Can you give certain example where we will prefer using concat over append and vice-versa.,315028
90609,"1) Do we write a generic code to remove rows with null values in columns with higher null values or do we drop specific rows based on inspection of percentage output. 2) After doing sub task 2.3, I don't have any unnecessary rows (rows with more than 5 nan values), do i need to still write the code for 2.4 (I get 77% rows simply after 2.3)",319866
90620,"In subtask 3.4 we are asked to create a rank column from 1 to 250. So here, we have to use rank() function- this way movie with same score will get same rank Or we need to just create a rank column in sorted dataframe and assign value to it from 1 to 250?",317984
90650,nan,317982
90649,Do we need to add Markdown cell with approach explanation while solving assignment problems,319869
90645,nan,314547
90651,nan,316041
90580,,315560
90658,Can't we create another DataFrame with arange function to create 1to 250 and then concat with Existing DataFrame with axis=1 I tried but getting multiple NAN value and rows increased from 250 to 475 . please help,319869
90610,AttributeError : 'NoneType' object has no attribute 'loc',318429
90617,nan,318005
90662,nan,316349
90605,"The Task says to Check the number of Retaied Rows. However, the description says to calclulate the percentage of the remaning ROWS as well. Do we need to calculate the Percentage or is it just enough to populate the number rows retained ? If we need to know the percentage how do we do.. on what condition can we perform the calclaution ? &quot;Check the number and percentage of the rows retained after completing all the tasks above&quot;",300727
90669,nan,316041
90641,"Hello, My question is regarding gradation. A problem can have multiple solution and the logic could vary from person to person. While grading the assignments do you check for an optimal solution, or any solution which is syntactically correct and not hardcoded will hold good as long as it gives result,",318002
90644,How to sort based on one column and then storing the dataframe as a new dataframe?,301644
92008,Anyone aware about this error??,315277
90637,Do we need to find column names with highest percentage and input it to the not null function or hard coding of column names which have highest percentage will suffice ?,305652
92000,nan,320603
90631,In pythom assignment # Write code for repeating subtask 2 here What does that mean by the above comment under the 'Under Subtask 3.4: Find IMDb Top 250' section I did not understand what needs to be coded in ths window? Kindly help me,314092
90596,"1. Why am I getting <span style=""font-size:11.0pt;mso-bidi-font-size:9.0pt;line-height:115%;font-family: &quot;Helvetica&quot;,sans-serif;mso-fareast-font-family:Calibri;mso-fareast-theme-font: minor-latin;color:black;mso-ansi-language:EN-US;mso-fareast-language:EN-US; mso-bidi-language:AR-SA"">Â at the end of every movie name? Did I do something wrong in <span style=""font-size:10.0pt;mso-bidi-font-size:12.0pt; line-height:115%;font-family:&quot;Microsoft JhengHei&quot;,sans-serif;mso-bidi-font-family: &quot;Times New Roman&quot;;color:black;mso-ansi-language:EN-US;mso-fareast-language: EN-US;mso-bidi-language:AR-SA"">read_csv() <span style=""font-size:10.0pt; mso-bidi-font-size:12.0pt;line-height:115%;font-family:&quot;Times New Roman&quot;,serif; mso-fareast-font-family:Calibri;mso-fareast-theme-font:minor-latin;color:black; mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA""> operation? 2.<span style=""font-size:11.0pt;line-height:115%;mso-fareast-font-family:&quot;Times New Roman&quot;; mso-bidi-font-family:&quot;Times New Roman&quot;""> In the code given below, only the result of 2 nd line gets printed out. In the code given below, the result of both lines will get printed, as expected. Why did the method stated above did not work? 3.Have we written this to suppress <span style=""font-size:10.0pt;mso-bidi-font-size:11.5pt; line-height:115%;font-family:&quot;Microsoft JhengHei&quot;,sans-serif;mso-bidi-font-family: &quot;Times New Roman&quot;;color:#242729;background:white;mso-ansi-language:EN-US; mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">DeprecationWarning ? What are some other warnings that might have popped up?",301652
90640,How do we create a data frame of limited rows from an existing dataframe? Does it need to have all the columns or only the column based on which we are creating the dataframe?,311868
91018,top10director = pd.DataFrame(movies.groupby('director_name')) Error message : DataFrame constructor not properly called! What could be the issue ?,319876
90545,"Getting file not found error inspite of using , encoding = ""ISO-8859-1"" while reading the csv file for assignment. What is wrong with following code? movies = pd.read_csv(""desktop/MovieData.csv"", encoding = ""ISO-8859-1"")",301644
90648,nan,316041
90643,"In Subtask 3.3, It was mentioned as ""Drop the duplicate values from the dataframe and repeat `Subtask 3.2`"". But 3.2 task has, we were asked to perfrm the below. So which task should be repeated Create a new column called profit which contains the difference of the two columns: gross and budget . Sort the dataframe using the profit column as reference. Extract the top ten profiting movies in descending order and store them in a new dataframe - top10",318804
89670,nan,318433
91014,nan,307495
90322,"Subtask 3.6: Find popular genres You might have noticed the genres column in the dataframe with all the genres of the movies seperated by a pipe (|). Out of all the movie genres, the first two are most significant for any film. Extract the first two genres from the genres column and store them in two new columns: genre_1 and genre_2. Some of the movies might have only one genre. In such cases, extract the single genre into both the columns, i.e. for such movies the genre_2 will be the same as genre_1. Group the dataframe using genre_1 as the primary column and genre_2 as the secondary column. Find out the 5 most popular combo of genres by finding the mean of the gross values using the gross column and store them in a new dataframe named PopGenre.",307843
91236,"Python Data Science Assignment ...We can upload ZIP also right? Including CSV, Excel Sheets and Jupyter Notes all.",320008
90618,nan,307493
90894,",what is meant by grouping by primary and secondary column?",316416
90949,nan,315831
90904,"To verify solution with checkpoint 3, I couldn't find movie_title = 'Veer-Zaara' in my dataframe. To investigate issue I just try to extract 'Veer-Zaara' movie as shown in screenshot but I could not find it. Is anyone facing simmilar issue of movie_title = 'Veer-Zaara' not appearing in Top_Foreign_Lang_Film ?",317991
90905,What if ranking of IMDB top was done according to two columns? Lets say the IMDB rating and the no of votes? Would one lose marks if the output did not correspond to the actual IMDB rankings? Should I just let the duplicate rankings be or assign the rankings according to the index instead?,319357
90951,nan,306735
90927,"I am using below code to to extract num_voters&gt;25000 and sorting imdb_score by descending order. movies.loc[(movies.num_voted_users &gt; 25000) &amp; movies.sort_values(by='imdb_score', ascending = False), :] but it is failing? Please correct me.",305843
91259,I Download the &lsquo;Movie Assignment.ipynb&rsquo; file . Where do I type in the code and how to submit it,312892
90664,How to extract from this file IMDb_Top_250' can anyone suggest??,301111
90671,"When i am trying to Assign 'English' value to required rows for language column, I am getting below error message:- File ""&lt;ipython-input-103-4fe0d3bd7613&gt;"", line 3 movies.loc(Code)='English' ^ SyntaxError: can't assign to function call",320103
90675,Please explain in brief about Task 2.3 in Python for Data Science Assignment. Exactly which rows needed to be deleted.If possible with some example.,308636
92474,"in 3 part of assignment, generate ""Buy"" or ""Sell"" signal we need to use Hold after Buy or Sell, Signal = BUY on the day when 20 DMA &gt; 50 DMA. Till next few days, 20 DMA will be still be more than 50 DMA, Signal has to be HOLD. Similarly Signal = SELL on the day when 20 DMA &lt; 50 DMA and HOLD for the rest of the days untill 50 DMA &gt; 20 DMA. Could you please confirm ASAP.",318319
91088,"On selecting the top 250 based on IMDB Score, I noticed that a few records with IMDB score of 7.9 got included in 250, while a few with 7.9 score did not. Shouldn't we again sort all 7.9 records on another value (lets say user votes on the movie) to have the more relevant ones from 7.9 picked in the 250?",317144
92522,"3.6. Find popular genres All the tasks were performed correctly. Partial marks have been provided as you didn't impute the null values in 'genre_2'. because of this they reduced 15 marks. But in my dataframe doesn't contain any null values on ""genre_2"" following is the output for it. What should i have to do.",318461
92945,"in 3.3 where we were suppose to drop duplicates i did this top10.drop_duplicates() movies.drop_duplicates() movies.sort_values(by='profit_in_millions',ascending=False, inplace=True) top10 = movies.nlargest(10, 'profit_in_millions') top10 but they are saying the code to drop duplicate is not correct. what is wrong? in 3.4 and 3.6 they say partially correct. when i checked with the sample solution it is word by word same just that i made the Rank column my index and they haven't. does that make my dataframe wrong? isn't thatdata cleaning? please reply TA. i want to ask for a re-evaluation if my code is correct.",302738
134042,nan,314629
133169,"Once, the execution of task is finished and all the results are back with the driver program, how driver program is able to directly contact the developer machine which initially was sending it&#39;s request through YARN resouce manager?",303085
133312,nan,320687
132441,"it is mentioned in the lecture that Spark uses in memory processing and thus is faster than Map Reduce. But if Spark is run on local machines, how can in memory be fast enough to process such high volumes of data? also, how can local machines manage such high volume of data?",310509
132558,I want to know the actual difference between Batch and stream processing. and how the stream works?,315423
138142,nan,311466
134184,nan,311466
133074,"https://learn.upgrad.com/v/course/208/session/37076/segment/200878 Under this section where SparkSession is called and then later merged with rdd, whats the signification in doing so ?",312259
134229,nan,318429
133076,Please help on this error on the first step itself!,316349
133045,My lab screenshot. data science with python not available instructors screenshot,318479
132963,nan,302877
136381,nan,320687
